dataset,end-date,entry-date,notes,start-date,provision-reason,organisation,project,specification
article-4-direction-area,,2023-08-17,,,prospective,local-authority:RCC,open-digital-planning,article-4-direction
conservation-area,,2023-08-17,,,prospective,local-authority:RCC,open-digital-planning,conservation-area
conservation-area-document,,2023-08-17,,,prospective,local-authority:RCC,open-digital-planning,conservation-area
listed-building-outline,,2023-08-17,,,prospective,local-authority:RCC,open-digital-planning,listed-building
tree,,2023-08-17,,,prospective,local-authority:RCC,open-digital-planning,tree-preservation-order
tree-preservation-order,,2023-08-17,,,prospective,local-authority:RCC,open-digital-planning,tree-preservation-order
tree-preservation-zone,,2023-08-17,,,prospective,local-authority:RCC,open-digital-planning,tree-preservation-order
brownfield-land,,2023-08-17,,,statutory,local-authority:RCH,brownfield-land,brownfield-land
developer-agreement,,2023-08-17,,,encouraged,local-authority:RCH,developer-contribution,developer-ageement
developer-agreement-contribution,,2023-08-17,,,encouraged,local-authority:RCH,developer-contribution,developer-ageement
developer-agreement-transaction,,2023-08-17,,,encouraged,local-authority:RCH,developer-contribution,developer-ageement
design-code,,2023-08-17,,,prospective,local-authority:RCH,design-codes,design-code
design-code-area,,2023-08-17,,,prospective,local-authority:RCH,design-codes,design-code
design-code-rule,,2023-08-17,,,prospective,local-authority:RCH,design-codes,design-code
article-4-direction,,2023-08-17,,,prospective,local-authority:RCH,open-digital-planning,article-4-direction
article-4-direction-area,,2023-08-17,,,prospective,local-authority:RCH,open-digital-planning,article-4-direction
conservation-area,,2023-08-17,,,prospective,local-authority:RCH,open-digital-planning,conservation-area
conservation-area-document,,2023-08-17,,,prospective,local-authority:RCH,open-digital-planning,conservation-area
listed-building-outline,,2023-08-17,,,prospective,local-authority:RCH,open-digital-planning,listed-building
tree,,2023-08-17,,,prospective,local-authority:RCH,open-digital-planning,tree-preservation-order
tree-preservation-order,,2023-08-17,,,prospective,local-authority:RCH,open-digital-planning,tree-preservation-order
tree-preservation-zone,,2023-08-17,,,prospective,local-authority:RCH,open-digital-planning,tree-preservation-order
brownfield-land,,2023-08-17,,,statutory,local-authority:RDB,brownfield-land,brownfield-land
developer-agreement,,2023-08-17,,,encouraged,local-authority:RDB,developer-contribution,developer-ageement
developer-agreement-contribution,,2023-08-17,,,encouraged,local-authority:RDB,developer-contribution,developer-ageement
developer-agreement-transaction,,2023-08-17,,,encouraged,local-authority:RDB,developer-contribution,developer-ageement
design-code,,2023-08-17,,,prospective,local-authority:RDB,design-codes,design-code
design-code-area,,2023-08-17,,,prospective,local-authority:RDB,design-codes,design-code
design-code-rule,,2023-08-17,,,prospective,local-authority:RDB,design-codes,design-code
article-4-direction,,2023-08-17,,,prospective,local-authority:RDB,open-digital-planning,article-4-direction
article-4-direction-area,,2023-08-17,,,prospective,local-authority:RDB,open-digital-planning,article-4-direction
conservation-area,,2023-08-17,,,prospective,local-authority:RDB,open-digital-planning,conservation-area
conservation-area-document,,2023-08-17,,,prospective,local-authority:RDB,open-digital-planning,conservation-area
listed-building-outline,,2023-08-17,,,prospective,local-authority:RDB,open-digital-planning,listed-building
tree,,2023-08-17,,,prospective,local-authority:RDB,open-digital-planning,tree-preservation-order
tree-preservation-order,,2023-08-17,,,prospective,local-authority:RDB,open-digital-planning,tree-preservation-order
tree-preservation-zone,,2023-08-17,,,prospective,local-authority:RDB,open-digital-planning,tree-preservation-order
brownfield-land,,2023-08-17,,,statutory,local-authority:RDG,brownfield-land,brownfield-land
developer-agreement,,2023-08-17,,,encouraged,local-authority:RDG,developer-contribution,developer-ageement
developer-agreement-contribution,,2023-08-17,,,encouraged,local-authority:RDG,developer-contribution,developer-ageement
developer-agreement-transaction,,2023-08-17,,,encouraged,local-authority:RDG,developer-contribution,developer-ageement
design-code,,2023-08-17,,,prospective,local-authority:RDG,design-codes,design-code
design-code-area,,2023-08-17,,,prospective,local-authority:RDG,design-codes,design-code
design-code-rule,,2023-08-17,,,prospective,local-authority:RDG,design-codes,design-code
article-4-direction,,2023-08-17,,,prospective,local-authority:RDG,open-digital-planning,article-4-direction
article-4-direction-area,,2023-08-17,,,prospective,local-authority:RDG,open-digital-planning,article-4-direction
conservation-area,,2023-08-17,,,prospective,local-authority:RDG,open-digital-planning,conservation-area
conservation-area-document,,2023-08-17,,,prospective,local-authority:RDG,open-digital-planning,conservation-area
listed-building-outline,,2023-08-17,,,prospective,local-authority:RDG,open-digital-planning,listed-building
tree,,2023-08-17,,,prospective,local-authority:RDG,open-digital-planning,tree-preservation-order
tree-preservation-order,,2023-08-17,,,prospective,local-authority:RDG,open-digital-planning,tree-preservation-order
tree-preservation-zone,,2023-08-17,,,prospective,local-authority:RDG,open-digital-planning,tree-preservation-order
brownfield-land,,2023-08-17,,,statutory,local-authority:RED,brownfield-land,brownfield-land
developer-agreement,,2023-08-17,,,encouraged,local-authority:RED,developer-contribution,developer-ageement
developer-agreement-contribution,,2023-08-17,,,encouraged,local-authority:RED,developer-contribution,developer-ageement
developer-agreement-transaction,,2023-08-17,,,encouraged,local-authority:RED,developer-contribution,developer-ageement
design-code,,2023-08-17,,,prospective,local-authority:RED,design-codes,design-code
design-code-area,,2023-08-17,,,prospective,local-authority:RED,design-codes,design-code
design-code-rule,,2023-08-17,,,prospective,local-authority:RED,design-codes,design-code
article-4-direction,,2023-08-17,,,prospective,local-authority:RED,open-digital-planning,article-4-direction
article-4-direction-area,,2023-08-17,,,prospective,local-authority:RED,open-digital-planning,article-4-direction
conservation-area,,2023-08-17,,,prospective,local-authority:RED,open-digital-planning,conservation-area
conservation-area-document,,2023-08-17,,,prospective,local-authority:RED,open-digital-planning,conservation-area
listed-building-outline,,2023-08-17,,,prospective,local-authority:RED,open-digital-planning,listed-building
tree,,2023-08-17,,,prospective,local-authority:RED,open-digital-planning,tree-preservation-order
tree-preservation-order,,2023-08-17,,,prospective,local-authority:RED,open-digital-planning,tree-preservation-order
tree-preservation-zone,,2023-08-17,,,prospective,local-authority:RED,open-digital-planning,tree-preservation-order
brownfield-land,,2023-08-17,,,statutory,local-authority:REI,brownfield-land,brownfield-land
developer-agreement,,2023-08-17,,,encouraged,local-authority:REI,developer-contribution,developer-ageement
developer-agreement-contribution,,2023-08-17,,,encouraged,local-authority:REI,developer-contribution,developer-ageement
developer-agreement-transaction,,2023-08-17,,,encouraged,local-authority:REI,developer-contribution,developer-ageement
article-4-direction,,2023-08-17,,,prospective,local-authority:REI,open-digital-planning,article-4-direction
article-4-direction-area,,2023-08-17,,,prospective,local-authority:REI,open-digital-planning,article-4-direction
conservation-area,,2023-08-17,,,prospective,local-authority:REI,open-digital-planning,conservation-area
conservation-area-document,,2023-08-17,,,prospective,local-authority:REI,open-digital-planning,conservation-area
listed-building-outline,,2023-08-17,,,prospective,local-authority:REI,open-digital-planning,listed-building
tree,,2023-08-17,,,prospective,local-authority:REI,open-digital-planning,tree-preservation-order
tree-preservation-order,,2023-08-17,,,prospective,local-authority:REI,open-digital-planning,tree-preservation-order
tree-preservation-zone,,2023-08-17,,,prospective,local-authority:REI,open-digital-planning,tree-preservation-order
brownfield-land,,2023-08-17,,,statutory,local-authority:RIB,brownfield-land,brownfield-land
developer-agreement,,2023-08-17,,,encouraged,local-authority:RIB,developer-contribution,developer-ageement
developer-agreement-contribution,,2023-08-17,,,encouraged,local-authority:RIB,developer-contribution,developer-ageement
developer-agreement-transaction,,2023-08-17,,,encouraged,local-authority:RIB,developer-contribution,developer-ageement
design-code,,2023-08-17,,,prospective,local-authority:RIB,design-codes,design-code
design-code-area,,2023-08-17,,,prospective,local-authority:RIB,design-codes,design-code
design-code-rule,,2023-08-17,,,prospective,local-authority:RIB,design-codes,design-code
article-4-direction,,2023-08-17,,,prospective,local-authority:RIB,open-digital-planning,article-4-direction
article-4-direction-area,,2023-08-17,,,prospective,local-authority:RIB,open-digital-planning,article-4-direction
conservation-area,,2023-08-17,,,prospective,local-authority:RIB,open-digital-planning,conservation-area
conservation-area-document,,2023-08-17,,,prospective,local-authority:RIB,open-digital-planning,conservation-area
listed-building-outline,,2023-08-17,,,prospective,local-authority:RIB,open-digital-planning,listed-building
tree,,2023-08-17,,,prospective,local-authority:RIB,open-digital-planning,tree-preservation-order
tree-preservation-order,,2023-08-17,,,prospective,local-authority:RIB,open-digital-planning,tree-preservation-order
tree-preservation-zone,,2023-08-17,,,prospective,local-authority:RIB,open-digital-planning,tree-preservation-order
brownfield-land,,2023-08-17,,,statutory,local-authority:RIC,brownfield-land,brownfield-land
developer-agreement,,2023-08-17,,,encouraged,local-authority:RIC,developer-contribution,developer-ageement
developer-agreement-contribution,,2023-08-17,,,encouraged,local-authority:RIC,developer-contribution,developer-ageement
developer-agreement-transaction,,2023-08-17,,,encouraged,local-authority:RIC,developer-contribution,developer-ageement
design-code,,2023-08-17,,,prospective,local-authority:RIC,design-codes,design-code
design-code-area,,2023-08-17,,,prospective,local-authority:RIC,design-codes,design-code
design-code-rule,,2023-08-17,,,prospective,local-authority:RIC,design-codes,design-code
article-4-direction,,2023-08-17,,,prospective,local-authority:RIC,open-digital-planning,article-4-direction
article-4-direction-area,,2023-08-17,,,prospective,local-authority:RIC,open-digital-planning,article-4-direction
conservation-area,,2023-08-17,,,prospective,local-authority:RIC,open-digital-planning,conservation-area
conservation-area-document,,2023-08-17,,,prospective,local-authority:RIC,open-digital-planning,conservation-area
listed-building-outline,,2023-08-17,,,prospective,local-authority:RIC,open-digital-planning,listed-building
tree,,2023-08-17,,,prospective,local-authority:RIC,open-digital-planning,tree-preservation-order
tree-preservation-order,,2023-08-17,,,prospective,local-authority:RIC,open-digital-planning,tree-preservation-order
tree-preservation-zone,,2023-08-17,,,prospective,local-authority:RIC,open-digital-planning,tree-preservation-order
brownfield-land,,2023-08-17,,,statutory,local-authority:RIH,brownfield-land,brownfield-land
developer-agreement,,2023-08-17,,,encouraged,local-authority:RIH,developer-contribution,developer-ageement
developer-agreement-contribution,,2023-08-17,,,encouraged,local-authority:RIH,developer-contribution,developer-ageement
developer-agreement-transaction,,2023-08-17,,,encouraged,local-authority:RIH,developer-contribution,developer-ageement
design-code,,2023-08-17,,,prospective,local-authority:RIH,design-codes,design-code
design-code-area,,2023-08-17,,,prospective,local-authority:RIH,design-codes,design-code
